TotalRecords,Mean_PM1,Min_PM1,Max_PM1,Variance_PM1,Mean_0_3_to_1_0,Min_0_3_to_1_0,Max_0_3_to_1_0,Variance_0_3_to_1_0,Mean_1_0_to_2_5,Min_1_0_to_2_5,Max_1_0_to_2_5,Variance_1_0_to_2_5,Mean_2_5_to_4_0,Min_2_5_to_4_0,Max_2_5_to_4_0,Variance_2_5_to_4_0,Mean_4_0_to_10_0,Min_4_0_to_10_0,Max_4_0_to_10_0,Variance_4_0_to_10_0,Mean_H,Min_H,Max_H,Variance_H,Mean_T,Min_T,Max_T,Variance_T,Mean_VOC,Min_VOC,Max_VOC,Variance_VOC,Mean_Nox,Min_Nox,Max_Nox,Variance_Nox
258326,127.999294679939,5.2,6553.3999,69255.22,0.3,0.3,0.3,0.0,1.0,1.0,1.0,0.0,2.5,2.5,2.5,0.0,4.0,4.0,4.0,0.0,69.6365689864745,45.47,87.05,19.4,15.225372466313,11.435,23.03,1.6,133.458041389562,0.0,500.0,13218.64,1.04232636281288,0.0,5.0,0.06
